номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-03 11:00:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-07-03 11:00:00,2520,-73
2025-07-03 11:05:00,2555,-54
2025-07-03 11:10:00,2530,-61
2025-07-03 11:15:00,2585,-75
2025-07-03 11:20:00,2585,-46
2025-07-03 11:25:00,2585,-75
2025-07-03 11:30:00,2500,-65
2025-07-03 11:35:00,2525,-36
2025-07-03 11:40:00,2585,-53
2025-07-03 11:45:00,2510,-58
2025-07-03 11:50:00,2565,-46
2025-07-03 11:55:00,2530,-70
2025-07-03 12:00:00,2600,-44
2025-07-03 12:05:00,2520,-42
2025-07-03 12:10:00,2560,-35
2025-07-03 12:15:00,2535,-53
2025-07-03 12:20:00,2500,-63
2025-07-03 12:25:00,2595,-35
2025-07-03 12:30:00,2500,-42
2025-07-03 12:35:00,2500,-60
2025-07-03 12:40:00,2575,-63
2025-07-03 12:45:00,2595,-60
2025-07-03 12:50:00,2500,-40
2025-07-03 12:55:00,2590,-71
