номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-27 19:40:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-06-27 19:40:00,2620,-59
2025-06-27 19:45:00,2640,-35
2025-06-27 19:50:00,2680,-43
2025-06-27 19:55:00,2605,-38
2025-06-27 20:00:00,2695,-67
2025-06-27 20:05:00,2615,-71
2025-06-27 20:10:00,2605,-50
2025-06-27 20:15:00,2650,-51
2025-06-27 20:20:00,2615,-70
2025-06-27 20:25:00,2690,-60
2025-06-27 20:30:00,2610,-59
2025-06-27 20:35:00,2670,-37
2025-06-27 20:40:00,2670,-62
2025-06-27 20:45:00,2675,-59
2025-06-27 20:50:00,2640,-70
2025-06-27 20:55:00,2695,-51
2025-06-27 21:00:00,2650,-53
2025-06-27 21:05:00,2685,-63
2025-06-27 21:10:00,2605,-70
2025-06-27 21:15:00,2700,-40
2025-06-27 21:20:00,2630,-44
2025-06-27 21:25:00,2655,-71
2025-06-27 21:30:00,2645,-66
2025-06-27 21:35:00,2665,-68
