номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-01 17:50:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-07-01 17:50:00,2515,-49
2025-07-01 17:55:00,2500,-58
2025-07-01 18:00:00,2535,-65
2025-07-01 18:05:00,2600,-43
2025-07-01 18:10:00,2600,-41
2025-07-01 18:15:00,2550,-55
2025-07-01 18:20:00,2560,-38
2025-07-01 18:25:00,2530,-51
2025-07-01 18:30:00,2600,-42
2025-07-01 18:35:00,2540,-40
2025-07-01 18:40:00,2555,-56
2025-07-01 18:45:00,2585,-66
2025-07-01 18:50:00,2580,-40
2025-07-01 18:55:00,2520,-48
2025-07-01 19:00:00,2520,-59
2025-07-01 19:05:00,2555,-56
2025-07-01 19:10:00,2570,-47
2025-07-01 19:15:00,2545,-48
2025-07-01 19:20:00,2545,-53
2025-07-01 19:25:00,2555,-53
2025-07-01 19:30:00,2580,-73
2025-07-01 19:35:00,2595,-67
2025-07-01 19:40:00,2510,-38
2025-07-01 19:45:00,2555,-69
