номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-04 13:20:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-07-04 13:20:00,2610,-55
2025-07-04 13:25:00,2615,-35
2025-07-04 13:30:00,2610,-73
2025-07-04 13:35:00,2630,-37
2025-07-04 13:40:00,2680,-51
2025-07-04 13:45:00,2625,-51
2025-07-04 13:50:00,2685,-52
2025-07-04 13:55:00,2630,-41
2025-07-04 14:00:00,2695,-66
2025-07-04 14:05:00,2680,-69
2025-07-04 14:10:00,2680,-52
2025-07-04 14:15:00,2640,-70
2025-07-04 14:20:00,2610,-71
2025-07-04 14:25:00,2625,-40
2025-07-04 14:30:00,2690,-74
2025-07-04 14:35:00,2605,-48
2025-07-04 14:40:00,2665,-55
2025-07-04 14:45:00,2680,-62
2025-07-04 14:50:00,2620,-64
2025-07-04 14:55:00,2600,-36
2025-07-04 15:00:00,2605,-73
2025-07-04 15:05:00,2665,-51
2025-07-04 15:10:00,2610,-67
2025-07-04 15:15:00,2675,-39
