номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-26 13:30:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-06-26 13:30:00,2440,-40
2025-06-26 13:35:00,2415,-66
2025-06-26 13:40:00,2450,-61
2025-06-26 13:45:00,2430,-60
2025-06-26 13:50:00,2475,-59
2025-06-26 13:55:00,2440,-56
2025-06-26 14:00:00,2455,-73
2025-06-26 14:05:00,2450,-46
2025-06-26 14:10:00,2450,-36
2025-06-26 14:15:00,2475,-52
2025-06-26 14:20:00,2430,-47
2025-06-26 14:25:00,2445,-51
2025-06-26 14:30:00,2415,-36
2025-06-26 14:35:00,2400,-59
2025-06-26 14:40:00,2425,-63
2025-06-26 14:45:00,2470,-50
2025-06-26 14:50:00,2495,-45
2025-06-26 14:55:00,2460,-37
2025-06-26 15:00:00,2425,-65
2025-06-26 15:05:00,2440,-70
2025-06-26 15:10:00,2460,-41
2025-06-26 15:15:00,2450,-47
2025-06-26 15:20:00,2445,-62
2025-06-26 15:25:00,2415,-59
