номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-30 19:00:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-06-30 19:00:00,2690,-62
2025-06-30 19:05:00,2605,-71
2025-06-30 19:10:00,2665,-56
2025-06-30 19:15:00,2700,-73
2025-06-30 19:20:00,2620,-75
2025-06-30 19:25:00,2660,-61
2025-06-30 19:30:00,2655,-74
2025-06-30 19:35:00,2615,-72
2025-06-30 19:40:00,2635,-45
2025-06-30 19:45:00,2690,-75
2025-06-30 19:50:00,2630,-54
2025-06-30 19:55:00,2615,-47
2025-06-30 20:00:00,2685,-72
2025-06-30 20:05:00,2640,-55
2025-06-30 20:10:00,2640,-70
2025-06-30 20:15:00,2680,-47
2025-06-30 20:20:00,2620,-50
2025-06-30 20:25:00,2665,-73
2025-06-30 20:30:00,2640,-37
2025-06-30 20:35:00,2605,-50
2025-06-30 20:40:00,2665,-47
2025-06-30 20:45:00,2675,-66
2025-06-30 20:50:00,2645,-72
2025-06-30 20:55:00,2660,-35
