номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-29 19:20:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-06-29 19:20:00,2605,-70
2025-06-29 19:25:00,2695,-55
2025-06-29 19:30:00,2650,-44
2025-06-29 19:35:00,2600,-64
2025-06-29 19:40:00,2640,-48
2025-06-29 19:45:00,2610,-42
2025-06-29 19:50:00,2610,-57
2025-06-29 19:55:00,2670,-56
2025-06-29 20:00:00,2645,-51
2025-06-29 20:05:00,2655,-36
2025-06-29 20:10:00,2605,-69
2025-06-29 20:15:00,2610,-71
2025-06-29 20:20:00,2660,-44
2025-06-29 20:25:00,2650,-47
2025-06-29 20:30:00,2660,-37
2025-06-29 20:35:00,2650,-40
2025-06-29 20:40:00,2630,-47
2025-06-29 20:45:00,2630,-54
2025-06-29 20:50:00,2635,-68
2025-06-29 20:55:00,2655,-36
2025-06-29 21:00:00,2655,-49
2025-06-29 21:05:00,2625,-53
2025-06-29 21:10:00,2625,-74
2025-06-29 21:15:00,2635,-40
