номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-27 05:20:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-06-27 05:20:00,2420,-51
2025-06-27 05:25:00,2430,-49
2025-06-27 05:30:00,2450,-62
2025-06-27 05:35:00,2485,-54
2025-06-27 05:40:00,2465,-70
2025-06-27 05:45:00,2490,-44
2025-06-27 05:50:00,2400,-52
2025-06-27 05:55:00,2445,-51
2025-06-27 06:00:00,2475,-59
2025-06-27 06:05:00,2500,-58
2025-06-27 06:10:00,2485,-74
2025-06-27 06:15:00,2450,-72
2025-06-27 06:20:00,2415,-39
2025-06-27 06:25:00,2480,-51
2025-06-27 06:30:00,2420,-64
2025-06-27 06:35:00,2500,-56
2025-06-27 06:40:00,2485,-66
2025-06-27 06:45:00,2405,-52
2025-06-27 06:50:00,2410,-70
2025-06-27 06:55:00,2450,-51
2025-06-27 07:00:00,2460,-67
2025-06-27 07:05:00,2500,-66
2025-06-27 07:10:00,2410,-62
2025-06-27 07:15:00,2445,-60
