номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-01 18:10:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-07-01 18:10:00,2650,-50
2025-07-01 18:15:00,2690,-64
2025-07-01 18:20:00,2665,-41
2025-07-01 18:25:00,2600,-38
2025-07-01 18:30:00,2655,-74
2025-07-01 18:35:00,2640,-39
2025-07-01 18:40:00,2700,-53
2025-07-01 18:45:00,2635,-37
2025-07-01 18:50:00,2620,-55
2025-07-01 18:55:00,2700,-47
2025-07-01 19:00:00,2655,-62
2025-07-01 19:05:00,2645,-45
2025-07-01 19:10:00,2685,-41
2025-07-01 19:15:00,2630,-70
2025-07-01 19:20:00,2675,-66
2025-07-01 19:25:00,2620,-72
2025-07-01 19:30:00,2600,-50
2025-07-01 19:35:00,2675,-65
2025-07-01 19:40:00,2700,-55
2025-07-01 19:45:00,2640,-59
2025-07-01 19:50:00,2650,-38
2025-07-01 19:55:00,2700,-58
2025-07-01 20:00:00,2645,-41
2025-07-01 20:05:00,2685,-52
