номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-25 19:20:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-06-25 19:20:00,2560,-44
2025-06-25 19:25:00,2505,-67
2025-06-25 19:30:00,2515,-52
2025-06-25 19:35:00,2510,-72
2025-06-25 19:40:00,2525,-47
2025-06-25 19:45:00,2595,-55
2025-06-25 19:50:00,2575,-44
2025-06-25 19:55:00,2590,-58
2025-06-25 20:00:00,2545,-57
2025-06-25 20:05:00,2525,-51
2025-06-25 20:10:00,2520,-74
2025-06-25 20:15:00,2560,-51
2025-06-25 20:20:00,2525,-44
2025-06-25 20:25:00,2570,-35
2025-06-25 20:30:00,2530,-69
2025-06-25 20:35:00,2500,-61
2025-06-25 20:40:00,2565,-69
2025-06-25 20:45:00,2580,-38
2025-06-25 20:50:00,2565,-62
2025-06-25 20:55:00,2600,-37
2025-06-25 21:00:00,2595,-64
2025-06-25 21:05:00,2555,-48
2025-06-25 21:10:00,2515,-68
2025-06-25 21:15:00,2505,-64
