номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-02 17:40:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-07-02 17:40:00,2590,-70
2025-07-02 17:45:00,2550,-52
2025-07-02 17:50:00,2595,-73
2025-07-02 17:55:00,2510,-53
2025-07-02 18:00:00,2510,-73
2025-07-02 18:05:00,2590,-48
2025-07-02 18:10:00,2540,-55
2025-07-02 18:15:00,2580,-53
2025-07-02 18:20:00,2600,-42
2025-07-02 18:25:00,2540,-64
2025-07-02 18:30:00,2555,-53
2025-07-02 18:35:00,2590,-57
2025-07-02 18:40:00,2590,-64
2025-07-02 18:45:00,2565,-41
2025-07-02 18:50:00,2540,-74
2025-07-02 18:55:00,2560,-56
2025-07-02 19:00:00,2590,-66
2025-07-02 19:05:00,2530,-60
2025-07-02 19:10:00,2600,-50
2025-07-02 19:15:00,2545,-63
2025-07-02 19:20:00,2575,-44
2025-07-02 19:25:00,2520,-56
2025-07-02 19:30:00,2550,-68
2025-07-02 19:35:00,2535,-65
