номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-27 14:30:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-06-27 14:30:00,2560,-63
2025-06-27 14:35:00,2585,-73
2025-06-27 14:40:00,2565,-40
2025-06-27 14:45:00,2585,-63
2025-06-27 14:50:00,2565,-63
2025-06-27 14:55:00,2545,-62
2025-06-27 15:00:00,2510,-43
2025-06-27 15:05:00,2545,-54
2025-06-27 15:10:00,2530,-60
2025-06-27 15:15:00,2570,-36
2025-06-27 15:20:00,2585,-58
2025-06-27 15:25:00,2530,-66
2025-06-27 15:30:00,2565,-51
2025-06-27 15:35:00,2560,-37
2025-06-27 15:40:00,2500,-45
2025-06-27 15:45:00,2565,-49
2025-06-27 15:50:00,2600,-48
2025-06-27 15:55:00,2515,-41
2025-06-27 16:00:00,2505,-51
2025-06-27 16:05:00,2530,-55
2025-06-27 16:10:00,2525,-43
2025-06-27 16:15:00,2540,-51
2025-06-27 16:20:00,2535,-61
2025-06-27 16:25:00,2510,-71
