номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-30 21:30:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-06-30 21:30:00,2490,-40
2025-06-30 21:35:00,2415,-42
2025-06-30 21:40:00,2485,-74
2025-06-30 21:45:00,2480,-38
2025-06-30 21:50:00,2460,-58
2025-06-30 21:55:00,2475,-68
2025-06-30 22:00:00,2450,-72
2025-06-30 22:05:00,2405,-51
2025-06-30 22:10:00,2415,-45
2025-06-30 22:15:00,2490,-61
2025-06-30 22:20:00,2460,-57
2025-06-30 22:25:00,2435,-51
2025-06-30 22:30:00,2460,-39
2025-06-30 22:35:00,2485,-39
2025-06-30 22:40:00,2400,-52
2025-06-30 22:45:00,2450,-45
2025-06-30 22:50:00,2495,-41
2025-06-30 22:55:00,2410,-37
2025-06-30 23:00:00,2415,-58
2025-06-30 23:05:00,2455,-44
2025-06-30 23:10:00,2485,-67
2025-06-30 23:15:00,2470,-46
2025-06-30 23:20:00,2405,-43
2025-06-30 23:25:00,2465,-64
