номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-26 22:50:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-06-26 22:50:00,2575,-55
2025-06-26 22:55:00,2575,-46
2025-06-26 23:00:00,2510,-56
2025-06-26 23:05:00,2520,-54
2025-06-26 23:10:00,2515,-72
2025-06-26 23:15:00,2515,-73
2025-06-26 23:20:00,2505,-68
2025-06-26 23:25:00,2505,-57
2025-06-26 23:30:00,2515,-49
2025-06-26 23:35:00,2590,-69
2025-06-26 23:40:00,2525,-45
2025-06-26 23:45:00,2555,-58
2025-06-26 23:50:00,2565,-72
2025-06-26 23:55:00,2545,-36
2025-06-27 00:00:00,2590,-50
2025-06-27 00:05:00,2505,-37
2025-06-27 00:10:00,2585,-43
2025-06-27 00:15:00,2575,-63
2025-06-27 00:20:00,2510,-42
2025-06-27 00:25:00,2515,-43
2025-06-27 00:30:00,2600,-56
2025-06-27 00:35:00,2520,-70
2025-06-27 00:40:00,2570,-66
2025-06-27 00:45:00,2560,-41
