номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-29 22:10:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-06-29 22:10:00,2435,-36
2025-06-29 22:15:00,2480,-44
2025-06-29 22:20:00,2445,-49
2025-06-29 22:25:00,2440,-45
2025-06-29 22:30:00,2410,-67
2025-06-29 22:35:00,2470,-46
2025-06-29 22:40:00,2500,-61
2025-06-29 22:45:00,2485,-74
2025-06-29 22:50:00,2400,-56
2025-06-29 22:55:00,2435,-39
2025-06-29 23:00:00,2425,-56
2025-06-29 23:05:00,2465,-72
2025-06-29 23:10:00,2470,-70
2025-06-29 23:15:00,2400,-40
2025-06-29 23:20:00,2455,-40
2025-06-29 23:25:00,2435,-52
2025-06-29 23:30:00,2490,-62
2025-06-29 23:35:00,2425,-40
2025-06-29 23:40:00,2415,-43
2025-06-29 23:45:00,2410,-44
2025-06-29 23:50:00,2400,-60
2025-06-29 23:55:00,2435,-63
2025-06-30 00:00:00,2420,-39
2025-06-30 00:05:00,2440,-68
