номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-30 05:40:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-06-30 05:40:00,2525,-60
2025-06-30 05:45:00,2520,-59
2025-06-30 05:50:00,2520,-73
2025-06-30 05:55:00,2600,-61
2025-06-30 06:00:00,2505,-52
2025-06-30 06:05:00,2555,-59
2025-06-30 06:10:00,2555,-57
2025-06-30 06:15:00,2525,-69
2025-06-30 06:20:00,2550,-72
2025-06-30 06:25:00,2525,-70
2025-06-30 06:30:00,2550,-65
2025-06-30 06:35:00,2580,-52
2025-06-30 06:40:00,2555,-41
2025-06-30 06:45:00,2515,-68
2025-06-30 06:50:00,2575,-66
2025-06-30 06:55:00,2540,-35
2025-06-30 07:00:00,2580,-45
2025-06-30 07:05:00,2515,-38
2025-06-30 07:10:00,2540,-69
2025-06-30 07:15:00,2500,-69
2025-06-30 07:20:00,2560,-55
2025-06-30 07:25:00,2525,-74
2025-06-30 07:30:00,2600,-50
2025-06-30 07:35:00,2600,-62
