номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-30 18:50:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-06-30 18:50:00,2530,-58
2025-06-30 18:55:00,2600,-65
2025-06-30 19:00:00,2585,-71
2025-06-30 19:05:00,2570,-69
2025-06-30 19:10:00,2570,-37
2025-06-30 19:15:00,2560,-39
2025-06-30 19:20:00,2500,-63
2025-06-30 19:25:00,2595,-64
2025-06-30 19:30:00,2520,-42
2025-06-30 19:35:00,2505,-62
2025-06-30 19:40:00,2575,-73
2025-06-30 19:45:00,2580,-39
2025-06-30 19:50:00,2500,-43
2025-06-30 19:55:00,2580,-67
2025-06-30 20:00:00,2565,-54
2025-06-30 20:05:00,2585,-64
2025-06-30 20:10:00,2555,-57
2025-06-30 20:15:00,2560,-67
2025-06-30 20:20:00,2500,-41
2025-06-30 20:25:00,2600,-43
2025-06-30 20:30:00,2515,-54
2025-06-30 20:35:00,2520,-71
2025-06-30 20:40:00,2575,-61
2025-06-30 20:45:00,2570,-51
