номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-26 12:00:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-06-26 12:00:00,2490,-69
2025-06-26 12:05:00,2500,-62
2025-06-26 12:10:00,2455,-40
2025-06-26 12:15:00,2430,-61
2025-06-26 12:20:00,2480,-40
2025-06-26 12:25:00,2480,-50
2025-06-26 12:30:00,2450,-65
2025-06-26 12:35:00,2400,-45
2025-06-26 12:40:00,2430,-66
2025-06-26 12:45:00,2485,-39
2025-06-26 12:50:00,2415,-68
2025-06-26 12:55:00,2470,-64
2025-06-26 13:00:00,2415,-70
2025-06-26 13:05:00,2470,-39
2025-06-26 13:10:00,2485,-44
2025-06-26 13:15:00,2405,-54
2025-06-26 13:20:00,2455,-40
2025-06-26 13:25:00,2435,-41
2025-06-26 13:30:00,2400,-40
2025-06-26 13:35:00,2485,-58
2025-06-26 13:40:00,2445,-51
2025-06-26 13:45:00,2425,-52
2025-06-26 13:50:00,2425,-67
2025-06-26 13:55:00,2495,-40
