номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-25 23:20:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-06-25 23:20:00,2600,-66
2025-06-25 23:25:00,2540,-65
2025-06-25 23:30:00,2540,-73
2025-06-25 23:35:00,2590,-38
2025-06-25 23:40:00,2570,-68
2025-06-25 23:45:00,2515,-37
2025-06-25 23:50:00,2600,-67
2025-06-25 23:55:00,2590,-41
2025-06-26 00:00:00,2545,-37
2025-06-26 00:05:00,2520,-70
2025-06-26 00:10:00,2595,-69
2025-06-26 00:15:00,2500,-45
2025-06-26 00:20:00,2550,-43
2025-06-26 00:25:00,2550,-35
2025-06-26 00:30:00,2540,-53
2025-06-26 00:35:00,2585,-70
2025-06-26 00:40:00,2505,-71
2025-06-26 00:45:00,2600,-56
2025-06-26 00:50:00,2590,-73
2025-06-26 00:55:00,2565,-73
2025-06-26 01:00:00,2545,-62
2025-06-26 01:05:00,2505,-61
2025-06-26 01:10:00,2510,-38
2025-06-26 01:15:00,2565,-41
