номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-25 08:50:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-06-25 08:50:00,2565,-68
2025-06-25 08:55:00,2550,-65
2025-06-25 09:00:00,2585,-48
2025-06-25 09:05:00,2540,-61
2025-06-25 09:10:00,2580,-49
2025-06-25 09:15:00,2535,-50
2025-06-25 09:20:00,2585,-36
2025-06-25 09:25:00,2510,-71
2025-06-25 09:30:00,2520,-53
2025-06-25 09:35:00,2550,-45
2025-06-25 09:40:00,2595,-58
2025-06-25 09:45:00,2600,-70
2025-06-25 09:50:00,2565,-44
2025-06-25 09:55:00,2585,-73
2025-06-25 10:00:00,2535,-44
2025-06-25 10:05:00,2575,-47
2025-06-25 10:10:00,2550,-52
2025-06-25 10:15:00,2515,-42
2025-06-25 10:20:00,2550,-35
2025-06-25 10:25:00,2595,-59
2025-06-25 10:30:00,2590,-71
2025-06-25 10:35:00,2565,-46
2025-06-25 10:40:00,2540,-65
2025-06-25 10:45:00,2570,-36
