номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-29 01:00:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-06-29 01:00:00,2465,-58
2025-06-29 01:05:00,2420,-56
2025-06-29 01:10:00,2440,-46
2025-06-29 01:15:00,2415,-48
2025-06-29 01:20:00,2480,-35
2025-06-29 01:25:00,2410,-46
2025-06-29 01:30:00,2455,-40
2025-06-29 01:35:00,2410,-75
2025-06-29 01:40:00,2435,-64
2025-06-29 01:45:00,2450,-44
2025-06-29 01:50:00,2430,-67
2025-06-29 01:55:00,2415,-69
2025-06-29 02:00:00,2460,-75
2025-06-29 02:05:00,2415,-39
2025-06-29 02:10:00,2490,-67
2025-06-29 02:15:00,2500,-46
2025-06-29 02:20:00,2450,-68
2025-06-29 02:25:00,2485,-36
2025-06-29 02:30:00,2465,-67
2025-06-29 02:35:00,2490,-66
2025-06-29 02:40:00,2455,-64
2025-06-29 02:45:00,2490,-68
2025-06-29 02:50:00,2460,-63
2025-06-29 02:55:00,2445,-62
