номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-04 08:50:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-07-04 08:50:00,2400,-50
2025-07-04 08:55:00,2455,-53
2025-07-04 09:00:00,2400,-40
2025-07-04 09:05:00,2450,-50
2025-07-04 09:10:00,2420,-47
2025-07-04 09:15:00,2415,-62
2025-07-04 09:20:00,2430,-56
2025-07-04 09:25:00,2485,-53
2025-07-04 09:30:00,2465,-62
2025-07-04 09:35:00,2485,-58
2025-07-04 09:40:00,2450,-53
2025-07-04 09:45:00,2430,-51
2025-07-04 09:50:00,2455,-52
2025-07-04 09:55:00,2430,-43
2025-07-04 10:00:00,2415,-60
2025-07-04 10:05:00,2455,-35
2025-07-04 10:10:00,2475,-69
2025-07-04 10:15:00,2410,-42
2025-07-04 10:20:00,2485,-57
2025-07-04 10:25:00,2485,-55
2025-07-04 10:30:00,2440,-53
2025-07-04 10:35:00,2485,-75
2025-07-04 10:40:00,2450,-39
2025-07-04 10:45:00,2415,-58
