номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-01 06:00:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-07-01 06:00:00,2600,-56
2025-07-01 06:05:00,2595,-46
2025-07-01 06:10:00,2500,-46
2025-07-01 06:15:00,2525,-58
2025-07-01 06:20:00,2525,-47
2025-07-01 06:25:00,2590,-51
2025-07-01 06:30:00,2530,-35
2025-07-01 06:35:00,2500,-74
2025-07-01 06:40:00,2525,-57
2025-07-01 06:45:00,2500,-50
2025-07-01 06:50:00,2530,-59
2025-07-01 06:55:00,2575,-41
2025-07-01 07:00:00,2555,-65
2025-07-01 07:05:00,2565,-71
2025-07-01 07:10:00,2580,-41
2025-07-01 07:15:00,2555,-64
2025-07-01 07:20:00,2535,-62
2025-07-01 07:25:00,2535,-37
2025-07-01 07:30:00,2565,-42
2025-07-01 07:35:00,2515,-69
2025-07-01 07:40:00,2595,-40
2025-07-01 07:45:00,2525,-42
2025-07-01 07:50:00,2585,-46
2025-07-01 07:55:00,2500,-39
