номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-28 20:20:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-06-28 20:20:00,2630,-41
2025-06-28 20:25:00,2670,-52
2025-06-28 20:30:00,2700,-75
2025-06-28 20:35:00,2645,-35
2025-06-28 20:40:00,2605,-49
2025-06-28 20:45:00,2670,-50
2025-06-28 20:50:00,2640,-51
2025-06-28 20:55:00,2650,-60
2025-06-28 21:00:00,2665,-69
2025-06-28 21:05:00,2625,-44
2025-06-28 21:10:00,2605,-57
2025-06-28 21:15:00,2655,-37
2025-06-28 21:20:00,2660,-37
2025-06-28 21:25:00,2685,-67
2025-06-28 21:30:00,2635,-75
2025-06-28 21:35:00,2665,-65
2025-06-28 21:40:00,2620,-67
2025-06-28 21:45:00,2670,-70
2025-06-28 21:50:00,2610,-51
2025-06-28 21:55:00,2665,-48
2025-06-28 22:00:00,2650,-36
2025-06-28 22:05:00,2680,-66
2025-06-28 22:10:00,2640,-35
2025-06-28 22:15:00,2670,-48
