номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-30 11:50:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-06-30 11:50:00,2620,-46
2025-06-30 11:55:00,2635,-55
2025-06-30 12:00:00,2695,-71
2025-06-30 12:05:00,2620,-49
2025-06-30 12:10:00,2685,-40
2025-06-30 12:15:00,2600,-69
2025-06-30 12:20:00,2670,-67
2025-06-30 12:25:00,2650,-70
2025-06-30 12:30:00,2615,-50
2025-06-30 12:35:00,2680,-52
2025-06-30 12:40:00,2640,-58
2025-06-30 12:45:00,2630,-49
2025-06-30 12:50:00,2610,-46
2025-06-30 12:55:00,2620,-52
2025-06-30 13:00:00,2625,-69
2025-06-30 13:05:00,2685,-48
2025-06-30 13:10:00,2615,-35
2025-06-30 13:15:00,2600,-41
2025-06-30 13:20:00,2600,-44
2025-06-30 13:25:00,2645,-70
2025-06-30 13:30:00,2635,-44
2025-06-30 13:35:00,2665,-44
2025-06-30 13:40:00,2625,-59
2025-06-30 13:45:00,2630,-47
