номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-28 03:30:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-06-28 03:30:00,2600,-60
2025-06-28 03:35:00,2655,-43
2025-06-28 03:40:00,2610,-49
2025-06-28 03:45:00,2665,-52
2025-06-28 03:50:00,2630,-40
2025-06-28 03:55:00,2695,-42
2025-06-28 04:00:00,2600,-73
2025-06-28 04:05:00,2680,-66
2025-06-28 04:10:00,2610,-68
2025-06-28 04:15:00,2695,-39
2025-06-28 04:20:00,2700,-60
2025-06-28 04:25:00,2600,-54
2025-06-28 04:30:00,2665,-42
2025-06-28 04:35:00,2640,-41
2025-06-28 04:40:00,2665,-49
2025-06-28 04:45:00,2610,-63
2025-06-28 04:50:00,2645,-70
2025-06-28 04:55:00,2630,-51
2025-06-28 05:00:00,2640,-71
2025-06-28 05:05:00,2675,-61
2025-06-28 05:10:00,2635,-44
2025-06-28 05:15:00,2620,-45
2025-06-28 05:20:00,2675,-61
2025-06-28 05:25:00,2685,-75
