номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-02 14:30:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-07-02 14:30:00,2525,-42
2025-07-02 14:35:00,2575,-59
2025-07-02 14:40:00,2580,-70
2025-07-02 14:45:00,2540,-40
2025-07-02 14:50:00,2500,-38
2025-07-02 14:55:00,2510,-69
2025-07-02 15:00:00,2545,-73
2025-07-02 15:05:00,2525,-62
2025-07-02 15:10:00,2570,-69
2025-07-02 15:15:00,2545,-55
2025-07-02 15:20:00,2525,-74
2025-07-02 15:25:00,2570,-44
2025-07-02 15:30:00,2520,-55
2025-07-02 15:35:00,2590,-38
2025-07-02 15:40:00,2600,-67
2025-07-02 15:45:00,2540,-41
2025-07-02 15:50:00,2510,-62
2025-07-02 15:55:00,2520,-40
2025-07-02 16:00:00,2560,-53
2025-07-02 16:05:00,2590,-39
2025-07-02 16:10:00,2515,-64
2025-07-02 16:15:00,2540,-47
2025-07-02 16:20:00,2585,-67
2025-07-02 16:25:00,2520,-40
