номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-04 08:20:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-07-04 08:20:00,2580,-45
2025-07-04 08:25:00,2540,-35
2025-07-04 08:30:00,2555,-54
2025-07-04 08:35:00,2515,-49
2025-07-04 08:40:00,2585,-75
2025-07-04 08:45:00,2545,-43
2025-07-04 08:50:00,2575,-46
2025-07-04 08:55:00,2600,-41
2025-07-04 09:00:00,2585,-47
2025-07-04 09:05:00,2550,-65
2025-07-04 09:10:00,2560,-67
2025-07-04 09:15:00,2575,-59
2025-07-04 09:20:00,2555,-72
2025-07-04 09:25:00,2520,-52
2025-07-04 09:30:00,2565,-62
2025-07-04 09:35:00,2500,-44
2025-07-04 09:40:00,2590,-64
2025-07-04 09:45:00,2510,-52
2025-07-04 09:50:00,2600,-44
2025-07-04 09:55:00,2590,-48
2025-07-04 10:00:00,2525,-54
2025-07-04 10:05:00,2565,-41
2025-07-04 10:10:00,2595,-55
2025-07-04 10:15:00,2595,-35
