номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-03 21:50:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-07-03 21:50:00,2650,-47
2025-07-03 21:55:00,2685,-51
2025-07-03 22:00:00,2610,-75
2025-07-03 22:05:00,2605,-74
2025-07-03 22:10:00,2670,-38
2025-07-03 22:15:00,2680,-44
2025-07-03 22:20:00,2635,-62
2025-07-03 22:25:00,2700,-72
2025-07-03 22:30:00,2620,-56
2025-07-03 22:35:00,2625,-44
2025-07-03 22:40:00,2615,-36
2025-07-03 22:45:00,2630,-50
2025-07-03 22:50:00,2650,-53
2025-07-03 22:55:00,2605,-70
2025-07-03 23:00:00,2675,-35
2025-07-03 23:05:00,2625,-54
2025-07-03 23:10:00,2670,-70
2025-07-03 23:15:00,2700,-65
2025-07-03 23:20:00,2700,-68
2025-07-03 23:25:00,2660,-64
2025-07-03 23:30:00,2670,-56
2025-07-03 23:35:00,2615,-42
2025-07-03 23:40:00,2660,-67
2025-07-03 23:45:00,2685,-58
