номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-03 21:00:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-07-03 21:00:00,2510,-56
2025-07-03 21:05:00,2510,-42
2025-07-03 21:10:00,2530,-68
2025-07-03 21:15:00,2600,-54
2025-07-03 21:20:00,2570,-54
2025-07-03 21:25:00,2570,-59
2025-07-03 21:30:00,2555,-47
2025-07-03 21:35:00,2525,-69
2025-07-03 21:40:00,2525,-55
2025-07-03 21:45:00,2600,-60
2025-07-03 21:50:00,2570,-72
2025-07-03 21:55:00,2600,-64
2025-07-03 22:00:00,2560,-60
2025-07-03 22:05:00,2595,-60
2025-07-03 22:10:00,2510,-57
2025-07-03 22:15:00,2565,-45
2025-07-03 22:20:00,2500,-46
2025-07-03 22:25:00,2525,-68
2025-07-03 22:30:00,2520,-50
2025-07-03 22:35:00,2500,-43
2025-07-03 22:40:00,2500,-65
2025-07-03 22:45:00,2515,-52
2025-07-03 22:50:00,2520,-56
2025-07-03 22:55:00,2535,-60
