номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-29 03:20:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-06-29 03:20:00,2655,-49
2025-06-29 03:25:00,2670,-57
2025-06-29 03:30:00,2635,-47
2025-06-29 03:35:00,2685,-50
2025-06-29 03:40:00,2605,-66
2025-06-29 03:45:00,2615,-50
2025-06-29 03:50:00,2670,-59
2025-06-29 03:55:00,2655,-40
2025-06-29 04:00:00,2680,-74
2025-06-29 04:05:00,2685,-74
2025-06-29 04:10:00,2685,-66
2025-06-29 04:15:00,2640,-42
2025-06-29 04:20:00,2635,-48
2025-06-29 04:25:00,2605,-41
2025-06-29 04:30:00,2680,-59
2025-06-29 04:35:00,2645,-44
2025-06-29 04:40:00,2630,-65
2025-06-29 04:45:00,2695,-58
2025-06-29 04:50:00,2665,-44
2025-06-29 04:55:00,2675,-69
2025-06-29 05:00:00,2685,-51
2025-06-29 05:05:00,2665,-48
2025-06-29 05:10:00,2660,-50
2025-06-29 05:15:00,2670,-60
