номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-28 17:10:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-06-28 17:10:00,2455,-73
2025-06-28 17:15:00,2485,-54
2025-06-28 17:20:00,2460,-58
2025-06-28 17:25:00,2485,-64
2025-06-28 17:30:00,2445,-64
2025-06-28 17:35:00,2500,-50
2025-06-28 17:40:00,2420,-46
2025-06-28 17:45:00,2450,-72
2025-06-28 17:50:00,2440,-56
2025-06-28 17:55:00,2415,-58
2025-06-28 18:00:00,2460,-43
2025-06-28 18:05:00,2500,-63
2025-06-28 18:10:00,2420,-45
2025-06-28 18:15:00,2445,-48
2025-06-28 18:20:00,2410,-68
2025-06-28 18:25:00,2405,-35
2025-06-28 18:30:00,2495,-35
2025-06-28 18:35:00,2415,-55
2025-06-28 18:40:00,2400,-65
2025-06-28 18:45:00,2430,-42
2025-06-28 18:50:00,2415,-36
2025-06-28 18:55:00,2445,-75
2025-06-28 19:00:00,2430,-43
2025-06-28 19:05:00,2460,-42
