номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-03 18:20:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-07-03 18:20:00,2420,-59
2025-07-03 18:25:00,2450,-42
2025-07-03 18:30:00,2480,-67
2025-07-03 18:35:00,2450,-38
2025-07-03 18:40:00,2435,-69
2025-07-03 18:45:00,2445,-64
2025-07-03 18:50:00,2435,-60
2025-07-03 18:55:00,2435,-75
2025-07-03 19:00:00,2490,-70
2025-07-03 19:05:00,2465,-46
2025-07-03 19:10:00,2400,-39
2025-07-03 19:15:00,2500,-53
2025-07-03 19:20:00,2460,-59
2025-07-03 19:25:00,2400,-47
2025-07-03 19:30:00,2490,-47
2025-07-03 19:35:00,2430,-74
2025-07-03 19:40:00,2430,-75
2025-07-03 19:45:00,2475,-60
2025-07-03 19:50:00,2450,-61
2025-07-03 19:55:00,2490,-66
2025-07-03 20:00:00,2475,-43
2025-07-03 20:05:00,2500,-58
2025-07-03 20:10:00,2430,-37
2025-07-03 20:15:00,2420,-71
