номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-02 15:20:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-07-02 15:20:00,2545,-42
2025-07-02 15:25:00,2595,-40
2025-07-02 15:30:00,2520,-40
2025-07-02 15:35:00,2565,-69
2025-07-02 15:40:00,2530,-40
2025-07-02 15:45:00,2520,-43
2025-07-02 15:50:00,2585,-49
2025-07-02 15:55:00,2595,-72
2025-07-02 16:00:00,2540,-38
2025-07-02 16:05:00,2500,-63
2025-07-02 16:10:00,2570,-69
2025-07-02 16:15:00,2560,-66
2025-07-02 16:20:00,2555,-45
2025-07-02 16:25:00,2505,-51
2025-07-02 16:30:00,2600,-72
2025-07-02 16:35:00,2590,-69
2025-07-02 16:40:00,2510,-53
2025-07-02 16:45:00,2525,-43
2025-07-02 16:50:00,2505,-50
2025-07-02 16:55:00,2565,-72
2025-07-02 17:00:00,2520,-53
2025-07-02 17:05:00,2505,-72
2025-07-02 17:10:00,2570,-68
2025-07-02 17:15:00,2545,-66
