номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-01 09:00:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-07-01 09:00:00,2515,-53
2025-07-01 09:05:00,2590,-47
2025-07-01 09:10:00,2515,-47
2025-07-01 09:15:00,2535,-53
2025-07-01 09:20:00,2545,-57
2025-07-01 09:25:00,2540,-63
2025-07-01 09:30:00,2530,-74
2025-07-01 09:35:00,2585,-50
2025-07-01 09:40:00,2505,-75
2025-07-01 09:45:00,2565,-45
2025-07-01 09:50:00,2575,-45
2025-07-01 09:55:00,2560,-37
2025-07-01 10:00:00,2500,-40
2025-07-01 10:05:00,2575,-63
2025-07-01 10:10:00,2515,-61
2025-07-01 10:15:00,2540,-66
2025-07-01 10:20:00,2530,-67
2025-07-01 10:25:00,2550,-41
2025-07-01 10:30:00,2580,-46
2025-07-01 10:35:00,2505,-37
2025-07-01 10:40:00,2530,-69
2025-07-01 10:45:00,2575,-62
2025-07-01 10:50:00,2525,-54
2025-07-01 10:55:00,2525,-58
