номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-25 23:40:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-06-25 23:40:00,2700,-72
2025-06-25 23:45:00,2675,-41
2025-06-25 23:50:00,2605,-47
2025-06-25 23:55:00,2645,-39
2025-06-26 00:00:00,2625,-69
2025-06-26 00:05:00,2700,-56
2025-06-26 00:10:00,2675,-53
2025-06-26 00:15:00,2640,-73
2025-06-26 00:20:00,2685,-56
2025-06-26 00:25:00,2620,-66
2025-06-26 00:30:00,2670,-35
2025-06-26 00:35:00,2600,-67
2025-06-26 00:40:00,2625,-40
2025-06-26 00:45:00,2695,-39
2025-06-26 00:50:00,2700,-59
2025-06-26 00:55:00,2700,-36
2025-06-26 01:00:00,2650,-74
2025-06-26 01:05:00,2610,-57
2025-06-26 01:10:00,2670,-64
2025-06-26 01:15:00,2670,-54
2025-06-26 01:20:00,2600,-51
2025-06-26 01:25:00,2680,-66
2025-06-26 01:30:00,2655,-59
2025-06-26 01:35:00,2645,-58
