номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-28 19:40:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-06-28 19:40:00,2600,-56
2025-06-28 19:45:00,2685,-51
2025-06-28 19:50:00,2635,-41
2025-06-28 19:55:00,2615,-63
2025-06-28 20:00:00,2690,-75
2025-06-28 20:05:00,2600,-43
2025-06-28 20:10:00,2605,-56
2025-06-28 20:15:00,2670,-37
2025-06-28 20:20:00,2690,-66
2025-06-28 20:25:00,2605,-46
2025-06-28 20:30:00,2675,-70
2025-06-28 20:35:00,2625,-49
2025-06-28 20:40:00,2610,-54
2025-06-28 20:45:00,2700,-44
2025-06-28 20:50:00,2675,-50
2025-06-28 20:55:00,2650,-39
2025-06-28 21:00:00,2695,-66
2025-06-28 21:05:00,2605,-74
2025-06-28 21:10:00,2680,-49
2025-06-28 21:15:00,2625,-55
2025-06-28 21:20:00,2700,-54
2025-06-28 21:25:00,2655,-42
2025-06-28 21:30:00,2625,-51
2025-06-28 21:35:00,2650,-52
