номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-01 22:10:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-07-01 22:10:00,2450,-67
2025-07-01 22:15:00,2480,-61
2025-07-01 22:20:00,2410,-40
2025-07-01 22:25:00,2415,-65
2025-07-01 22:30:00,2415,-63
2025-07-01 22:35:00,2445,-69
2025-07-01 22:40:00,2410,-69
2025-07-01 22:45:00,2485,-37
2025-07-01 22:50:00,2500,-51
2025-07-01 22:55:00,2485,-58
2025-07-01 23:00:00,2490,-66
2025-07-01 23:05:00,2450,-46
2025-07-01 23:10:00,2440,-53
2025-07-01 23:15:00,2435,-58
2025-07-01 23:20:00,2450,-74
2025-07-01 23:25:00,2465,-61
2025-07-01 23:30:00,2495,-59
2025-07-01 23:35:00,2485,-67
2025-07-01 23:40:00,2470,-55
2025-07-01 23:45:00,2445,-63
2025-07-01 23:50:00,2485,-52
2025-07-01 23:55:00,2410,-59
2025-07-02 00:00:00,2470,-70
2025-07-02 00:05:00,2490,-45
