номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-03 11:10:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-07-03 11:10:00,2400,-70
2025-07-03 11:15:00,2435,-53
2025-07-03 11:20:00,2475,-64
2025-07-03 11:25:00,2460,-45
2025-07-03 11:30:00,2420,-46
2025-07-03 11:35:00,2490,-38
2025-07-03 11:40:00,2455,-70
2025-07-03 11:45:00,2405,-60
2025-07-03 11:50:00,2455,-73
2025-07-03 11:55:00,2410,-49
2025-07-03 12:00:00,2470,-65
2025-07-03 12:05:00,2405,-37
2025-07-03 12:10:00,2460,-75
2025-07-03 12:15:00,2410,-39
2025-07-03 12:20:00,2480,-74
2025-07-03 12:25:00,2425,-66
2025-07-03 12:30:00,2415,-46
2025-07-03 12:35:00,2400,-66
2025-07-03 12:40:00,2465,-47
2025-07-03 12:45:00,2495,-49
2025-07-03 12:50:00,2410,-56
2025-07-03 12:55:00,2420,-63
2025-07-03 13:00:00,2450,-45
2025-07-03 13:05:00,2405,-39
