номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-30 19:20:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-06-30 19:20:00,2630,-43
2025-06-30 19:25:00,2605,-73
2025-06-30 19:30:00,2670,-37
2025-06-30 19:35:00,2620,-64
2025-06-30 19:40:00,2660,-48
2025-06-30 19:45:00,2665,-44
2025-06-30 19:50:00,2600,-48
2025-06-30 19:55:00,2600,-66
2025-06-30 20:00:00,2665,-52
2025-06-30 20:05:00,2665,-47
2025-06-30 20:10:00,2685,-48
2025-06-30 20:15:00,2665,-39
2025-06-30 20:20:00,2670,-66
2025-06-30 20:25:00,2615,-71
2025-06-30 20:30:00,2685,-42
2025-06-30 20:35:00,2630,-48
2025-06-30 20:40:00,2685,-52
2025-06-30 20:45:00,2680,-57
2025-06-30 20:50:00,2690,-53
2025-06-30 20:55:00,2640,-61
2025-06-30 21:00:00,2635,-54
2025-06-30 21:05:00,2635,-53
2025-06-30 21:10:00,2675,-43
2025-06-30 21:15:00,2660,-38
