номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-26 23:30:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-06-26 23:30:00,2400,-57
2025-06-26 23:35:00,2420,-72
2025-06-26 23:40:00,2450,-64
2025-06-26 23:45:00,2455,-75
2025-06-26 23:50:00,2425,-75
2025-06-26 23:55:00,2490,-55
2025-06-27 00:00:00,2495,-47
2025-06-27 00:05:00,2475,-35
2025-06-27 00:10:00,2465,-44
2025-06-27 00:15:00,2445,-52
2025-06-27 00:20:00,2470,-63
2025-06-27 00:25:00,2500,-45
2025-06-27 00:30:00,2430,-58
2025-06-27 00:35:00,2455,-70
2025-06-27 00:40:00,2455,-69
2025-06-27 00:45:00,2465,-66
2025-06-27 00:50:00,2500,-57
2025-06-27 00:55:00,2450,-51
2025-06-27 01:00:00,2415,-38
2025-06-27 01:05:00,2430,-73
2025-06-27 01:10:00,2455,-51
2025-06-27 01:15:00,2465,-62
2025-06-27 01:20:00,2450,-50
2025-06-27 01:25:00,2425,-56
