номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-01 14:10:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-07-01 14:10:00,2580,-59
2025-07-01 14:15:00,2525,-47
2025-07-01 14:20:00,2595,-60
2025-07-01 14:25:00,2510,-67
2025-07-01 14:30:00,2500,-49
2025-07-01 14:35:00,2590,-43
2025-07-01 14:40:00,2550,-53
2025-07-01 14:45:00,2515,-46
2025-07-01 14:50:00,2575,-68
2025-07-01 14:55:00,2595,-37
2025-07-01 15:00:00,2575,-42
2025-07-01 15:05:00,2505,-44
2025-07-01 15:10:00,2560,-45
2025-07-01 15:15:00,2505,-58
2025-07-01 15:20:00,2500,-67
2025-07-01 15:25:00,2585,-48
2025-07-01 15:30:00,2600,-58
2025-07-01 15:35:00,2515,-66
2025-07-01 15:40:00,2520,-57
2025-07-01 15:45:00,2525,-70
2025-07-01 15:50:00,2555,-35
2025-07-01 15:55:00,2525,-67
2025-07-01 16:00:00,2580,-69
2025-07-01 16:05:00,2600,-47
