номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-02 00:00:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-07-02 00:00:00,2600,-36
2025-07-02 00:05:00,2615,-64
2025-07-02 00:10:00,2655,-67
2025-07-02 00:15:00,2670,-46
2025-07-02 00:20:00,2690,-75
2025-07-02 00:25:00,2635,-74
2025-07-02 00:30:00,2645,-52
2025-07-02 00:35:00,2610,-68
2025-07-02 00:40:00,2600,-35
2025-07-02 00:45:00,2630,-44
2025-07-02 00:50:00,2660,-43
2025-07-02 00:55:00,2605,-50
2025-07-02 01:00:00,2670,-73
2025-07-02 01:05:00,2630,-42
2025-07-02 01:10:00,2640,-61
2025-07-02 01:15:00,2610,-36
2025-07-02 01:20:00,2600,-54
2025-07-02 01:25:00,2640,-51
2025-07-02 01:30:00,2625,-41
2025-07-02 01:35:00,2675,-53
2025-07-02 01:40:00,2655,-38
2025-07-02 01:45:00,2655,-66
2025-07-02 01:50:00,2630,-50
2025-07-02 01:55:00,2615,-75
