номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-27 17:10:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-06-27 17:10:00,2610,-68
2025-06-27 17:15:00,2615,-38
2025-06-27 17:20:00,2660,-52
2025-06-27 17:25:00,2645,-46
2025-06-27 17:30:00,2600,-63
2025-06-27 17:35:00,2610,-65
2025-06-27 17:40:00,2640,-46
2025-06-27 17:45:00,2695,-54
2025-06-27 17:50:00,2695,-71
2025-06-27 17:55:00,2610,-41
2025-06-27 18:00:00,2620,-43
2025-06-27 18:05:00,2610,-58
2025-06-27 18:10:00,2690,-63
2025-06-27 18:15:00,2610,-35
2025-06-27 18:20:00,2615,-46
2025-06-27 18:25:00,2685,-69
2025-06-27 18:30:00,2690,-51
2025-06-27 18:35:00,2635,-62
2025-06-27 18:40:00,2665,-67
2025-06-27 18:45:00,2600,-74
2025-06-27 18:50:00,2655,-43
2025-06-27 18:55:00,2675,-74
2025-06-27 19:00:00,2640,-38
2025-06-27 19:05:00,2605,-42
