номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-28 01:00:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-06-28 01:00:00,2655,-49
2025-06-28 01:05:00,2635,-46
2025-06-28 01:10:00,2680,-68
2025-06-28 01:15:00,2650,-73
2025-06-28 01:20:00,2700,-64
2025-06-28 01:25:00,2700,-61
2025-06-28 01:30:00,2665,-72
2025-06-28 01:35:00,2620,-69
2025-06-28 01:40:00,2670,-55
2025-06-28 01:45:00,2680,-54
2025-06-28 01:50:00,2655,-72
2025-06-28 01:55:00,2635,-50
2025-06-28 02:00:00,2695,-54
2025-06-28 02:05:00,2690,-69
2025-06-28 02:10:00,2605,-75
2025-06-28 02:15:00,2610,-46
2025-06-28 02:20:00,2695,-44
2025-06-28 02:25:00,2640,-56
2025-06-28 02:30:00,2655,-39
2025-06-28 02:35:00,2615,-71
2025-06-28 02:40:00,2665,-71
2025-06-28 02:45:00,2690,-59
2025-06-28 02:50:00,2680,-67
2025-06-28 02:55:00,2655,-45
