номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-28 04:30:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-06-28 04:30:00,2400,-35
2025-06-28 04:35:00,2485,-51
2025-06-28 04:40:00,2490,-52
2025-06-28 04:45:00,2475,-75
2025-06-28 04:50:00,2405,-50
2025-06-28 04:55:00,2500,-48
2025-06-28 05:00:00,2485,-49
2025-06-28 05:05:00,2490,-49
2025-06-28 05:10:00,2400,-40
2025-06-28 05:15:00,2405,-46
2025-06-28 05:20:00,2460,-46
2025-06-28 05:25:00,2405,-39
2025-06-28 05:30:00,2475,-63
2025-06-28 05:35:00,2460,-51
2025-06-28 05:40:00,2495,-47
2025-06-28 05:45:00,2415,-47
2025-06-28 05:50:00,2485,-40
2025-06-28 05:55:00,2430,-38
2025-06-28 06:00:00,2425,-53
2025-06-28 06:05:00,2405,-58
2025-06-28 06:10:00,2495,-61
2025-06-28 06:15:00,2400,-47
2025-06-28 06:20:00,2410,-75
2025-06-28 06:25:00,2475,-47
