номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-03 17:10:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-07-03 17:10:00,2510,-55
2025-07-03 17:15:00,2510,-64
2025-07-03 17:20:00,2600,-45
2025-07-03 17:25:00,2600,-46
2025-07-03 17:30:00,2590,-62
2025-07-03 17:35:00,2515,-52
2025-07-03 17:40:00,2540,-42
2025-07-03 17:45:00,2570,-48
2025-07-03 17:50:00,2540,-65
2025-07-03 17:55:00,2595,-63
2025-07-03 18:00:00,2590,-43
2025-07-03 18:05:00,2500,-44
2025-07-03 18:10:00,2510,-52
2025-07-03 18:15:00,2545,-56
2025-07-03 18:20:00,2585,-38
2025-07-03 18:25:00,2530,-52
2025-07-03 18:30:00,2595,-62
2025-07-03 18:35:00,2545,-51
2025-07-03 18:40:00,2540,-65
2025-07-03 18:45:00,2575,-39
2025-07-03 18:50:00,2550,-72
2025-07-03 18:55:00,2570,-70
2025-07-03 19:00:00,2575,-59
2025-07-03 19:05:00,2585,-75
