номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-25 10:40:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-06-25 10:40:00,2640,-36
2025-06-25 10:45:00,2635,-66
2025-06-25 10:50:00,2605,-75
2025-06-25 10:55:00,2645,-36
2025-06-25 11:00:00,2600,-58
2025-06-25 11:05:00,2650,-43
2025-06-25 11:10:00,2635,-64
2025-06-25 11:15:00,2675,-66
2025-06-25 11:20:00,2675,-43
2025-06-25 11:25:00,2680,-57
2025-06-25 11:30:00,2605,-57
2025-06-25 11:35:00,2675,-49
2025-06-25 11:40:00,2700,-72
2025-06-25 11:45:00,2610,-63
2025-06-25 11:50:00,2635,-61
2025-06-25 11:55:00,2625,-44
2025-06-25 12:00:00,2635,-71
2025-06-25 12:05:00,2630,-60
2025-06-25 12:10:00,2620,-65
2025-06-25 12:15:00,2610,-63
2025-06-25 12:20:00,2650,-63
2025-06-25 12:25:00,2650,-74
2025-06-25 12:30:00,2665,-47
2025-06-25 12:35:00,2645,-61
