номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-29 09:10:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-06-29 09:10:00,2620,-44
2025-06-29 09:15:00,2665,-52
2025-06-29 09:20:00,2685,-37
2025-06-29 09:25:00,2625,-35
2025-06-29 09:30:00,2655,-42
2025-06-29 09:35:00,2665,-66
2025-06-29 09:40:00,2630,-53
2025-06-29 09:45:00,2625,-73
2025-06-29 09:50:00,2665,-43
2025-06-29 09:55:00,2625,-51
2025-06-29 10:00:00,2600,-40
2025-06-29 10:05:00,2600,-60
2025-06-29 10:10:00,2610,-69
2025-06-29 10:15:00,2685,-43
2025-06-29 10:20:00,2630,-49
2025-06-29 10:25:00,2610,-59
2025-06-29 10:30:00,2685,-60
2025-06-29 10:35:00,2630,-55
2025-06-29 10:40:00,2685,-48
2025-06-29 10:45:00,2675,-65
2025-06-29 10:50:00,2675,-39
2025-06-29 10:55:00,2620,-50
2025-06-29 11:00:00,2630,-44
2025-06-29 11:05:00,2640,-68
