номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-29 18:00:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-06-29 18:00:00,2470,-57
2025-06-29 18:05:00,2460,-37
2025-06-29 18:10:00,2495,-73
2025-06-29 18:15:00,2495,-39
2025-06-29 18:20:00,2470,-49
2025-06-29 18:25:00,2485,-55
2025-06-29 18:30:00,2450,-53
2025-06-29 18:35:00,2485,-64
2025-06-29 18:40:00,2425,-74
2025-06-29 18:45:00,2490,-41
2025-06-29 18:50:00,2445,-66
2025-06-29 18:55:00,2435,-37
2025-06-29 19:00:00,2445,-38
2025-06-29 19:05:00,2470,-70
2025-06-29 19:10:00,2490,-43
2025-06-29 19:15:00,2450,-73
2025-06-29 19:20:00,2470,-53
2025-06-29 19:25:00,2470,-38
2025-06-29 19:30:00,2420,-61
2025-06-29 19:35:00,2400,-50
2025-06-29 19:40:00,2405,-66
2025-06-29 19:45:00,2495,-58
2025-06-29 19:50:00,2455,-45
2025-06-29 19:55:00,2410,-43
