номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-30 04:00:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-06-30 04:00:00,2535,-40
2025-06-30 04:05:00,2500,-36
2025-06-30 04:10:00,2540,-44
2025-06-30 04:15:00,2535,-38
2025-06-30 04:20:00,2510,-69
2025-06-30 04:25:00,2530,-60
2025-06-30 04:30:00,2560,-51
2025-06-30 04:35:00,2570,-74
2025-06-30 04:40:00,2510,-64
2025-06-30 04:45:00,2555,-53
2025-06-30 04:50:00,2595,-58
2025-06-30 04:55:00,2505,-68
2025-06-30 05:00:00,2535,-70
2025-06-30 05:05:00,2595,-66
2025-06-30 05:10:00,2515,-59
2025-06-30 05:15:00,2510,-37
2025-06-30 05:20:00,2510,-60
2025-06-30 05:25:00,2580,-73
2025-06-30 05:30:00,2505,-35
2025-06-30 05:35:00,2590,-48
2025-06-30 05:40:00,2565,-72
2025-06-30 05:45:00,2535,-38
2025-06-30 05:50:00,2575,-68
2025-06-30 05:55:00,2570,-63
