номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-01 02:00:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-07-01 02:00:00,2695,-53
2025-07-01 02:05:00,2645,-62
2025-07-01 02:10:00,2670,-71
2025-07-01 02:15:00,2670,-54
2025-07-01 02:20:00,2685,-72
2025-07-01 02:25:00,2685,-48
2025-07-01 02:30:00,2685,-48
2025-07-01 02:35:00,2600,-35
2025-07-01 02:40:00,2605,-47
2025-07-01 02:45:00,2685,-71
2025-07-01 02:50:00,2615,-73
2025-07-01 02:55:00,2665,-75
2025-07-01 03:00:00,2620,-67
2025-07-01 03:05:00,2615,-75
2025-07-01 03:10:00,2600,-63
2025-07-01 03:15:00,2640,-39
2025-07-01 03:20:00,2665,-50
2025-07-01 03:25:00,2620,-54
2025-07-01 03:30:00,2645,-72
2025-07-01 03:35:00,2655,-52
2025-07-01 03:40:00,2630,-68
2025-07-01 03:45:00,2620,-38
2025-07-01 03:50:00,2600,-42
2025-07-01 03:55:00,2660,-36
