номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-25 23:10:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-06-25 23:10:00,2410,-72
2025-06-25 23:15:00,2495,-40
2025-06-25 23:20:00,2450,-52
2025-06-25 23:25:00,2490,-46
2025-06-25 23:30:00,2430,-54
2025-06-25 23:35:00,2500,-43
2025-06-25 23:40:00,2460,-63
2025-06-25 23:45:00,2460,-41
2025-06-25 23:50:00,2475,-59
2025-06-25 23:55:00,2440,-48
2025-06-26 00:00:00,2460,-50
2025-06-26 00:05:00,2400,-54
2025-06-26 00:10:00,2440,-49
2025-06-26 00:15:00,2430,-63
2025-06-26 00:20:00,2470,-69
2025-06-26 00:25:00,2450,-51
2025-06-26 00:30:00,2490,-36
2025-06-26 00:35:00,2410,-62
2025-06-26 00:40:00,2495,-57
2025-06-26 00:45:00,2485,-68
2025-06-26 00:50:00,2400,-75
2025-06-26 00:55:00,2405,-46
2025-06-26 01:00:00,2400,-40
2025-06-26 01:05:00,2405,-52
