номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-26 22:40:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-06-26 22:40:00,2590,-61
2025-06-26 22:45:00,2595,-51
2025-06-26 22:50:00,2595,-41
2025-06-26 22:55:00,2580,-73
2025-06-26 23:00:00,2515,-60
2025-06-26 23:05:00,2530,-58
2025-06-26 23:10:00,2520,-56
2025-06-26 23:15:00,2525,-62
2025-06-26 23:20:00,2570,-39
2025-06-26 23:25:00,2545,-52
2025-06-26 23:30:00,2570,-59
2025-06-26 23:35:00,2590,-47
2025-06-26 23:40:00,2575,-64
2025-06-26 23:45:00,2530,-37
2025-06-26 23:50:00,2575,-68
2025-06-26 23:55:00,2570,-75
2025-06-27 00:00:00,2510,-57
2025-06-27 00:05:00,2550,-63
2025-06-27 00:10:00,2515,-65
2025-06-27 00:15:00,2595,-42
2025-06-27 00:20:00,2555,-57
2025-06-27 00:25:00,2560,-43
2025-06-27 00:30:00,2575,-69
2025-06-27 00:35:00,2505,-65
