номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-30 05:20:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-06-30 05:20:00,2465,-72
2025-06-30 05:25:00,2440,-66
2025-06-30 05:30:00,2500,-56
2025-06-30 05:35:00,2425,-73
2025-06-30 05:40:00,2470,-50
2025-06-30 05:45:00,2480,-56
2025-06-30 05:50:00,2485,-61
2025-06-30 05:55:00,2470,-50
2025-06-30 06:00:00,2480,-53
2025-06-30 06:05:00,2500,-65
2025-06-30 06:10:00,2450,-64
2025-06-30 06:15:00,2410,-72
2025-06-30 06:20:00,2460,-38
2025-06-30 06:25:00,2420,-50
2025-06-30 06:30:00,2415,-53
2025-06-30 06:35:00,2500,-37
2025-06-30 06:40:00,2490,-60
2025-06-30 06:45:00,2495,-59
2025-06-30 06:50:00,2480,-56
2025-06-30 06:55:00,2430,-42
2025-06-30 07:00:00,2450,-63
2025-06-30 07:05:00,2470,-73
2025-06-30 07:10:00,2410,-58
2025-06-30 07:15:00,2410,-50
