номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-30 17:00:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-06-30 17:00:00,2635,-71
2025-06-30 17:05:00,2665,-36
2025-06-30 17:10:00,2615,-59
2025-06-30 17:15:00,2675,-67
2025-06-30 17:20:00,2605,-70
2025-06-30 17:25:00,2620,-48
2025-06-30 17:30:00,2640,-58
2025-06-30 17:35:00,2660,-36
2025-06-30 17:40:00,2615,-65
2025-06-30 17:45:00,2615,-62
2025-06-30 17:50:00,2620,-35
2025-06-30 17:55:00,2695,-53
2025-06-30 18:00:00,2610,-57
2025-06-30 18:05:00,2635,-43
2025-06-30 18:10:00,2660,-39
2025-06-30 18:15:00,2685,-67
2025-06-30 18:20:00,2675,-55
2025-06-30 18:25:00,2660,-50
2025-06-30 18:30:00,2645,-69
2025-06-30 18:35:00,2660,-61
2025-06-30 18:40:00,2625,-69
2025-06-30 18:45:00,2600,-64
2025-06-30 18:50:00,2660,-57
2025-06-30 18:55:00,2680,-61
