номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-30 07:40:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-06-30 07:40:00,2460,-49
2025-06-30 07:45:00,2410,-43
2025-06-30 07:50:00,2465,-75
2025-06-30 07:55:00,2420,-36
2025-06-30 08:00:00,2425,-60
2025-06-30 08:05:00,2410,-51
2025-06-30 08:10:00,2450,-70
2025-06-30 08:15:00,2490,-43
2025-06-30 08:20:00,2490,-59
2025-06-30 08:25:00,2465,-39
2025-06-30 08:30:00,2490,-67
2025-06-30 08:35:00,2490,-61
2025-06-30 08:40:00,2415,-41
2025-06-30 08:45:00,2450,-70
2025-06-30 08:50:00,2470,-60
2025-06-30 08:55:00,2475,-64
2025-06-30 09:00:00,2410,-55
2025-06-30 09:05:00,2405,-69
2025-06-30 09:10:00,2490,-43
2025-06-30 09:15:00,2445,-51
2025-06-30 09:20:00,2445,-75
2025-06-30 09:25:00,2475,-74
2025-06-30 09:30:00,2500,-52
2025-06-30 09:35:00,2495,-62
