номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-30 09:30:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-06-30 09:30:00,2455,-55
2025-06-30 09:35:00,2500,-58
2025-06-30 09:40:00,2450,-47
2025-06-30 09:45:00,2480,-75
2025-06-30 09:50:00,2435,-74
2025-06-30 09:55:00,2475,-61
2025-06-30 10:00:00,2420,-36
2025-06-30 10:05:00,2440,-74
2025-06-30 10:10:00,2400,-43
2025-06-30 10:15:00,2500,-43
2025-06-30 10:20:00,2440,-56
2025-06-30 10:25:00,2415,-60
2025-06-30 10:30:00,2405,-53
2025-06-30 10:35:00,2405,-57
2025-06-30 10:40:00,2425,-74
2025-06-30 10:45:00,2425,-42
2025-06-30 10:50:00,2490,-74
2025-06-30 10:55:00,2415,-54
2025-06-30 11:00:00,2450,-55
2025-06-30 11:05:00,2470,-42
2025-06-30 11:10:00,2475,-46
2025-06-30 11:15:00,2465,-61
2025-06-30 11:20:00,2420,-55
2025-06-30 11:25:00,2480,-36
