номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-30 21:00:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-06-30 21:00:00,2450,-50
2025-06-30 21:05:00,2480,-54
2025-06-30 21:10:00,2460,-54
2025-06-30 21:15:00,2470,-49
2025-06-30 21:20:00,2435,-53
2025-06-30 21:25:00,2415,-63
2025-06-30 21:30:00,2445,-59
2025-06-30 21:35:00,2440,-40
2025-06-30 21:40:00,2400,-57
2025-06-30 21:45:00,2480,-36
2025-06-30 21:50:00,2460,-44
2025-06-30 21:55:00,2430,-35
2025-06-30 22:00:00,2430,-41
2025-06-30 22:05:00,2410,-43
2025-06-30 22:10:00,2400,-66
2025-06-30 22:15:00,2465,-48
2025-06-30 22:20:00,2470,-43
2025-06-30 22:25:00,2480,-74
2025-06-30 22:30:00,2485,-38
2025-06-30 22:35:00,2405,-57
2025-06-30 22:40:00,2455,-71
2025-06-30 22:45:00,2415,-55
2025-06-30 22:50:00,2495,-55
2025-06-30 22:55:00,2425,-70
