номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-04 13:10:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-07-04 13:10:00,2560,-44
2025-07-04 13:15:00,2565,-39
2025-07-04 13:20:00,2595,-75
2025-07-04 13:25:00,2560,-65
2025-07-04 13:30:00,2530,-67
2025-07-04 13:35:00,2535,-41
2025-07-04 13:40:00,2545,-49
2025-07-04 13:45:00,2575,-66
2025-07-04 13:50:00,2570,-60
2025-07-04 13:55:00,2585,-52
2025-07-04 14:00:00,2575,-35
2025-07-04 14:05:00,2535,-40
2025-07-04 14:10:00,2500,-73
2025-07-04 14:15:00,2575,-40
2025-07-04 14:20:00,2570,-37
2025-07-04 14:25:00,2555,-54
2025-07-04 14:30:00,2510,-57
2025-07-04 14:35:00,2590,-75
2025-07-04 14:40:00,2545,-67
2025-07-04 14:45:00,2510,-72
2025-07-04 14:50:00,2600,-54
2025-07-04 14:55:00,2580,-45
2025-07-04 15:00:00,2580,-45
2025-07-04 15:05:00,2530,-53
