номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-04 02:20:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-07-04 02:20:00,2575,-72
2025-07-04 02:25:00,2515,-59
2025-07-04 02:30:00,2545,-58
2025-07-04 02:35:00,2565,-58
2025-07-04 02:40:00,2565,-68
2025-07-04 02:45:00,2550,-73
2025-07-04 02:50:00,2505,-40
2025-07-04 02:55:00,2545,-68
2025-07-04 03:00:00,2515,-60
2025-07-04 03:05:00,2555,-65
2025-07-04 03:10:00,2590,-52
2025-07-04 03:15:00,2510,-47
2025-07-04 03:20:00,2510,-37
2025-07-04 03:25:00,2510,-70
2025-07-04 03:30:00,2555,-61
2025-07-04 03:35:00,2590,-68
2025-07-04 03:40:00,2525,-49
2025-07-04 03:45:00,2595,-43
2025-07-04 03:50:00,2550,-51
2025-07-04 03:55:00,2565,-61
2025-07-04 04:00:00,2585,-53
2025-07-04 04:05:00,2585,-38
2025-07-04 04:10:00,2540,-42
2025-07-04 04:15:00,2555,-73
