номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-02 08:50:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-07-02 08:50:00,2585,-46
2025-07-02 08:55:00,2595,-57
2025-07-02 09:00:00,2580,-44
2025-07-02 09:05:00,2575,-44
2025-07-02 09:10:00,2510,-56
2025-07-02 09:15:00,2565,-44
2025-07-02 09:20:00,2535,-68
2025-07-02 09:25:00,2500,-66
2025-07-02 09:30:00,2515,-38
2025-07-02 09:35:00,2505,-72
2025-07-02 09:40:00,2590,-58
2025-07-02 09:45:00,2570,-53
2025-07-02 09:50:00,2600,-74
2025-07-02 09:55:00,2555,-46
2025-07-02 10:00:00,2595,-47
2025-07-02 10:05:00,2555,-66
2025-07-02 10:10:00,2595,-61
2025-07-02 10:15:00,2570,-55
2025-07-02 10:20:00,2565,-68
2025-07-02 10:25:00,2565,-47
2025-07-02 10:30:00,2575,-65
2025-07-02 10:35:00,2530,-46
2025-07-02 10:40:00,2550,-68
2025-07-02 10:45:00,2590,-74
