номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-29 11:40:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-06-29 11:40:00,2425,-60
2025-06-29 11:45:00,2480,-52
2025-06-29 11:50:00,2425,-36
2025-06-29 11:55:00,2485,-70
2025-06-29 12:00:00,2455,-65
2025-06-29 12:05:00,2475,-59
2025-06-29 12:10:00,2495,-40
2025-06-29 12:15:00,2450,-38
2025-06-29 12:20:00,2400,-52
2025-06-29 12:25:00,2475,-58
2025-06-29 12:30:00,2440,-69
2025-06-29 12:35:00,2420,-54
2025-06-29 12:40:00,2465,-50
2025-06-29 12:45:00,2410,-71
2025-06-29 12:50:00,2415,-36
2025-06-29 12:55:00,2475,-58
2025-06-29 13:00:00,2430,-67
2025-06-29 13:05:00,2405,-64
2025-06-29 13:10:00,2420,-58
2025-06-29 13:15:00,2400,-37
2025-06-29 13:20:00,2500,-71
2025-06-29 13:25:00,2410,-67
2025-06-29 13:30:00,2455,-73
2025-06-29 13:35:00,2495,-59
