номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-30 22:20:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-06-30 22:20:00,2645,-44
2025-06-30 22:25:00,2655,-43
2025-06-30 22:30:00,2600,-55
2025-06-30 22:35:00,2635,-68
2025-06-30 22:40:00,2630,-52
2025-06-30 22:45:00,2620,-70
2025-06-30 22:50:00,2630,-68
2025-06-30 22:55:00,2695,-60
2025-06-30 23:00:00,2615,-61
2025-06-30 23:05:00,2665,-46
2025-06-30 23:10:00,2600,-47
2025-06-30 23:15:00,2700,-48
2025-06-30 23:20:00,2695,-61
2025-06-30 23:25:00,2640,-44
2025-06-30 23:30:00,2655,-55
2025-06-30 23:35:00,2670,-72
2025-06-30 23:40:00,2640,-46
2025-06-30 23:45:00,2630,-54
2025-06-30 23:50:00,2610,-38
2025-06-30 23:55:00,2670,-45
2025-07-01 00:00:00,2680,-71
2025-07-01 00:05:00,2690,-69
2025-07-01 00:10:00,2665,-57
2025-07-01 00:15:00,2665,-63
